Academic Year,Term,Subject,Course No.,Course Title,Instructor,GPA,A (%),A- (%),B+ (%),B (%),B- (%),C+ (%),C (%),C- (%),D+ (%),D (%),D- (%),F (%),Withdraws,Graded Enrollment,CRN,Credits
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Chenicheri Chathoth","1.89","0","5.9","0","5.9","29.4","11.8","5.9","11.8","5.9","0","5.9","17.6","3","17","87341","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Nguyen","1.94","5.6","5.6","0","0","11.1","5.6","33.3","22.2","0","0","5.6","11.1","18","18","87328","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Walker","1.71","10","0","5","10","10","5","5","15","5","0","5","30","12","20","92700","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Ouliaei-Nia","2.3","8.7","4.3","13","8.7","17.4","0","0","21.7","13","8.7","0","4.3","5","23","87320","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Pidaparthi","2.03","0","4.2","8.3","16.7","16.7","8.3","4.2","16.7","4.2","4.2","0","16.7","13","24","87331","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Shaplin","2.21","8.3","8.3","4.2","4.2","4.2","8.3","33.3","8.3","12.5","0","4.2","4.2","10","24","87323","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Evans","1.87","7.7","3.8","3.8","7.7","11.5","7.7","7.7","11.5","7.7","3.8","11.5","15.4","15","26","87322","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Shalqini","2.29","7.7","11.5","3.8","3.8","15.4","7.7","19.2","15.4","3.8","0","3.8","7.7","11","26","87333","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Shaplin","2.6","11.5","11.5","7.7","7.7","0","11.5","38.5","11.5","0","0","0","0","12","26","87336","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Park","1.7","3.7","3.7","3.7","3.7","3.7","11.1","22.2","3.7","7.4","22.2","0","14.8","3","27","87321","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Grey","2.68","7.1","10.7","21.4","10.7","17.9","10.7","0","14.3","0","0","0","7.1","5","28","87338","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Garcia Hilares","2.24","13.8","0","3.4","17.2","6.9","10.3","20.7","0","3.4","17.2","0","6.9","8","29","87327","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Garcia Hilares","2.37","10.3","10.3","13.8","13.8","6.9","0","13.8","3.4","0","13.8","6.9","6.9","6","29","87340","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Pidaparthi","2.04","0","13.3","0","6.7","13.3","3.3","36.7","0","0","13.3","6.7","6.7","9","30","87330","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Yang","1.84","9.4","0","3.1","9.4","6.3","9.4","6.3","12.5","9.4","21.9","3.1","9.4","4","32","87342","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Burleson","2.2","6.1","3","12.1","6.1","24.2","6.1","6.1","12.1","3","6.1","6.1","9.1","7","33","87324","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","England","2.88","27.3","3","9.1","18.2","9.1","9.1","12.1","3","0","6.1","3","0","2","33","87319","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Pei","2.91","14.7","5.9","17.6","17.6","17.6","5.9","8.8","11.8","0","0","0","0","1","34","87339","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Yang","2.15","5.9","2.9","2.9","26.5","8.8","8.8","0","23.5","0","2.9","5.9","11.8","5","34","87318","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Yang","2.84","23.5","11.8","5.9","17.6","2.9","2.9","20.6","5.9","5.9","0","0","2.9","6","34","87329","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Evans","3.09","11.4","22.9","14.3","22.9","14.3","0","5.7","5.7","2.9","0","0","0","3","35","87332","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Chenicheri Chathoth","2.59","13.9","16.7","5.6","11.1","11.1","13.9","8.3","2.8","5.6","0","0","11.1","2","36","87334","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","England","2.86","16.7","19.4","5.6","19.4","2.8","8.3","16.7","2.8","2.8","2.8","0","2.8","0","36","87337","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Garcia Hilares","2.31","11.1","13.9","5.6","16.7","0","5.6","16.7","0","5.6","13.9","0","11.1","5","36","87325","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Pei","2.86","8.3","13.9","11.1","25","13.9","13.9","2.8","8.3","0","0","0","2.8","2","36","87335","  4"
"2025-26","Fall","MATH","1226","Calculus of a Single Variable","Pei","2.56","2.6","21.1","5.3","18.4","13.2","5.3","10.5","10.5","2.6","2.6","2.6","5.3","1","38","87326","  4"
"2025-26","Fall","MATH","1454","Intro to Math Programming","Lin","2.88","17.6","14.7","14.7","11.8","11.8","8.8","11.8","0","2.9","0","0","5.9","1","34","87343","  3"
"2025-26","Fall","MATH","1524","Business Calculus","Agud","3.3","30","20","10","10","10","20","0","0","0","0","0","0","0","10","87375","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Agud","2.54","18.8","6.3","12.5","12.5","0","0","31.3","6.3","0","0","6.3","6.3","6","16","91391","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Agud","2.51","15.8","0","10.5","26.3","5.3","5.3","15.8","5.3","5.3","0","0","10.5","9","19","91402","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Agud","2.86","35","5","15","0","5","10","10","10","0","5","0","5","9","20","91398","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.24","20","0","10","10","5","5","10","15","0","10","0","15","6","20","87365","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.73","20","5","20","15","5","0","10","5","10","5","5","0","8","20","87368","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Agud","2.51","18.2","13.6","0","9.1","0","22.7","18.2","0","9.1","0","0","9.1","5","22","91389","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Agud","2.77","30.4","4.3","17.4","0","4.3","13","17.4","0","4.3","0","0","8.7","11","23","91390","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Agud","2.96","33.3","8.3","0","8.3","12.5","12.5","16.7","0","8.3","0","0","0","6","24","91396","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Agud","2.62","12.5","12.5","12.5","20.8","8.3","8.3","8.3","0","0","4.2","0","12.5","8","24","91405","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Juste","2.68","8","12","4","16","8","20","28","4","0","0","0","0","8","25","87357","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Juste","2.83","12","12","12","24","12","4","8","8","0","8","0","0","9","25","91244","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.85","26.9","7.7","7.7","7.7","11.5","3.8","19.2","7.7","3.8","3.8","0","0","10","26","87345","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.91","26.9","11.5","11.5","11.5","3.8","7.7","7.7","11.5","3.8","0","0","3.8","10","26","87348","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.85","15.4","11.5","3.8","23.1","11.5","11.5","11.5","7.7","3.8","0","0","0","3","26","87361","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.87","26.9","7.7","7.7","11.5","15.4","7.7","11.5","0","3.8","3.8","0","3.8","5","26","87367","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Agud","2.33","11.1","14.8","3.7","22.2","11.1","3.7","3.7","3.7","0","0","3.7","22.2","3","27","91395","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.9","18.5","18.5","11.1","14.8","0","7.4","18.5","7.4","0","0","0","3.7","6","27","87366","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.65","21.4","7.1","3.6","7.1","10.7","25","3.6","10.7","3.6","3.6","0","3.6","7","28","87374","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Juste","2.79","14.3","14.3","7.1","14.3","10.7","10.7","14.3","3.6","10.7","0","0","0","9","28","91238","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.52","24.1","6.9","3.4","13.8","6.9","0","17.2","6.9","6.9","3.4","0","10.3","7","29","87360","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.82","17.2","6.9","13.8","13.8","6.9","17.2","17.2","3.4","0","0","3.4","0","2","29","87373","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Juste","2.61","6.9","17.2","10.3","10.3","13.8","17.2","3.4","6.9","6.9","0","0","6.9","9","29","87353","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Juste","2.76","17.2","10.3","3.4","17.2","10.3","10.3","13.8","13.8","0","0","3.4","0","8","29","91240","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.82","26.7","3.3","13.3","6.7","6.7","10","23.3","6.7","0","0","0","3.3","6","30","87346","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.85","26.7","3.3","13.3","3.3","10","13.3","20","6.7","0","3.3","0","0","3","30","87347","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.64","16.7","6.7","10","13.3","3.3","16.7","13.3","10","6.7","0","0","3.3","4","30","87359","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Juste","2.98","20","13.3","6.7","23.3","6.7","13.3","3.3","10","3.3","0","0","0","3","30","87370","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Juste","2.79","10","3.3","20","20","16.7","6.7","6.7","13.3","3.3","0","0","0","7","30","91237","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.52","19.4","9.7","3.2","6.5","12.9","3.2","19.4","12.9","0","3.2","3.2","6.5","5","31","87344","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Hulko","2.8","19.4","3.2","22.6","16.1","3.2","6.5","12.9","3.2","9.7","0","0","3.2","7","31","87358","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Juste","2.87","0","16.1","22.6","19.4","22.6","6.5","9.7","0","0","0","0","3.2","5","31","87369","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Juste","2.54","12.5","12.5","9.4","6.3","18.8","3.1","15.6","6.3","0","6.3","3.1","6.3","7","32","87352","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Juste","2.82","31.3","0","3.1","15.6","15.6","3.1","12.5","12.5","3.1","0","0","3.1","3","32","87371","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Juste","2.63","9.4","3.1","15.6","15.6","6.3","15.6","15.6","18.8","0","0","0","0","6","32","91242","  4"
"2025-26","Fall","MATH","1524","Business Calculus","Juste","2.36","9.1","3","12.1","18.2","6.1","9.1","15.2","6.1","6.1","6.1","3","6.1","6","33","87372","  4"
"2025-26","Fall","MATH","1535","Geometry Mathematics of Design","Parija","3.06","17.2","20.7","20.7","17.2","3.4","3.4","3.4","3.4","3.4","3.4","3.4","0","1","29","87378","  3"
"2025-26","Fall","MATH","1535","Geometry Mathematics of Design","Parija","3.25","23.3","26.7","13.3","20","6.7","0","3.3","0","3.3","0","0","3.3","4","30","87376","  3"
"2025-26","Fall","MATH","1535","Geometry Mathematics of Design","Parija","3.27","25","21.4","14.3","17.9","8.9","3.6","5.4","0","1.8","1.8","0","0","1","56","87377","  3"
"2025-26","Fall","MATH","1614","Numbers and Operations","Silber","3.33","34.8","13","17.4","17.4","4.3","4.3","4.3","0","4.3","0","0","0","0","23","87380","  3"
"2025-26","Fall","MATH","1614","Numbers and Operations","Silber","3.21","37.5","8.3","25","0","16.7","0","4.2","0","0","4.2","0","4.2","0","24","87379","  3"
"2025-26","Fall","MATH","1624","Geometry for Teachers","Mitchell","2.64","36.4","0","9.1","18.2","9.1","0","0","0","0","9.1","0","18.2","0","11","87381","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Smits","2.28","5","10","15","5","15","15","5","5","10","0","0","15","11","20","87414","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Smits","2.66","30.4","4.3","4.3","8.7","21.7","4.3","0","8.7","0","4.3","0","13","6","23","87410","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Dahlin","2.45","8.3","4.2","4.2","8.3","37.5","16.7","0","4.2","0","8.3","4.2","4.2","9","24","87408","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Gugercin","2.36","4","20","0","8","12","8","20","16","0","4","0","8","0","25","87406","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Chung","3.07","29.6","18.5","3.7","18.5","7.4","3.7","7.4","3.7","0","0","3.7","3.7","8","27","87393","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Smits","2.16","25.9","3.7","0","0","11.1","11.1","3.7","7.4","14.8","3.7","0","18.5","8","27","87402","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Wilson","3.33","39.3","7.1","14.3","17.9","14.3","0","0","3.6","0","3.6","0","0","1","28","87415","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Elgart","2.72","6.9","6.9","24.1","20.7","6.9","6.9","17.2","0","3.4","3.4","0","3.4","0","29","92068","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Smucker","2.51","23.3","6.7","0","13.3","6.7","13.3","10","10","3.3","3.3","0","10","5","30","87392","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Cvitanov","2.63","32.3","3.2","3.2","12.9","9.7","3.2","9.7","3.2","3.2","9.7","0","9.7","5","31","87385","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Adjerid","2.29","18.8","3.1","3.1","12.5","6.3","9.4","12.5","6.3","12.5","0","6.3","9.4","6","32","87382","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Camps Moreno","2.6","31.3","0","3.1","18.8","3.1","6.3","12.5","0","6.3","12.5","0","6.3","4","32","87396","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Elgart","2.78","6.3","12.5","6.3","34.4","15.6","3.1","6.3","9.4","0","3.1","3.1","0","2","32","92069","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","San Jose Rubio","2.68","15.6","9.4","6.3","28.1","9.4","3.1","6.3","9.4","0","3.1","3.1","6.3","4","32","87394","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Tsai","2.55","18.8","9.4","0","21.9","12.5","6.3","9.4","3.1","3.1","3.1","0","12.5","3","32","87388","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Barreto","3.07","27.3","18.2","12.1","12.1","6.1","6.1","0","12.1","0","3","0","3","8","33","87407","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Carracedo Rodriguez","2.54","21.2","3","18.2","9.1","3","12.1","9.1","3","6.1","3","0","12.1","7","33","87404","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Fowler","2.57","12.1","15.2","18.2","3","12.1","6.1","0","15.2","6.1","3","0","9.1","1","33","87409","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Moore","2.23","15.2","6.1","0","6.1","18.2","3","12.1","18.2","6.1","3","0","12.1","6","33","92712","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Morris","2.72","24.2","3","12.1","18.2","6.1","9.1","6.1","3","9.1","3","0","6.1","4","33","87386","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Yang","2.55","18.2","6.1","9.1","6.1","9.1","12.1","12.1","12.1","3","6.1","6.1","0","5","33","87401","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Barreto","2.35","14.7","2.9","5.9","11.8","14.7","11.8","5.9","11.8","2.9","5.9","2.9","8.8","4","34","92713","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Summers","2.61","17.6","5.9","5.9","17.6","8.8","5.9","23.5","0","0","11.8","0","2.9","4","34","87390","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Cvitanov","2.43","25.7","2.9","5.7","5.7","11.4","8.6","8.6","5.7","0","14.3","2.9","8.6","5","35","87399","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Flanagan","2.47","22.9","8.6","5.7","5.7","8.6","8.6","5.7","14.3","0","2.9","8.6","8.6","7","35","87405","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Bechtloff Weising","2.64","2.8","16.7","11.1","11.1","19.4","8.3","11.1","11.1","2.8","2.8","2.8","0","4","36","92747","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Cvitanov","2.1","13.9","2.8","8.3","11.1","2.8","16.7","11.1","0","8.3","2.8","2.8","19.4","5","36","87389","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Fowler","2.57","22.2","11.1","5.6","8.3","11.1","2.8","5.6","13.9","5.6","5.6","0","8.3","4","36","87395","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Robbins","2.38","13.9","2.8","8.3","8.3","11.1","16.7","8.3","11.1","2.8","8.3","5.6","2.8","3","36","87383","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Robbins","2.74","22.2","5.6","13.9","11.1","5.6","11.1","5.6","13.9","5.6","2.8","0","2.8","3","36","87412","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Flanagan","2.54","16.2","10.8","8.1","10.8","5.4","5.4","18.9","8.1","5.4","2.7","2.7","5.4","6","37","87413","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Gugercin","2.68","18.9","5.4","13.5","18.9","10.8","5.4","8.1","2.7","2.7","2.7","2.7","8.1","4","37","87391","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Yang","2.53","8.1","10.8","5.4","8.1","16.2","16.2","16.2","10.8","2.7","2.7","0","2.7","4","37","87398","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Flanagan","2.41","5.3","2.6","13.2","10.5","15.8","7.9","21.1","13.2","5.3","2.6","0","2.6","3","38","87403","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Ackermann","2.47","17.9","0","5.1","12.8","15.4","10.3","7.7","15.4","2.6","7.7","2.6","2.6","1","39","91333","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Bechtloff Weising","3","12.8","25.6","12.8","10.3","15.4","5.1","0","12.8","2.6","2.6","0","0","0","39","92748","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Hart","2.77","10.3","17.9","0","17.9","20.5","12.8","10.3","2.6","2.6","2.6","0","2.6","1","39","87397","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Hart","2.96","20","7.5","5","35","10","0","10","10","0","2.5","0","0","1","40","87411","  3"
"2025-26","Fall","MATH","2114","Introduction to Linear Algebra","Robbins","2.68","15","7.5","20","12.5","5","12.5","2.5","10","5","2.5","5","2.5","1","40","87384","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Topcu","2.23","20","0","6.7","13.3","6.7","6.7","0","20","6.7","0","6.7","13.3","8","15","87428","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Loehr","3","12.5","6.3","25","18.8","25","0","6.3","0","6.3","0","0","0","3","16","87447","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Robert","2.81","15.8","5.3","10.5","15.8","21.1","5.3","21.1","0","0","5.3","0","0","2","19","87437","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Topcu","1.56","0","0","5.3","0","21.1","15.8","0","5.3","15.8","15.8","0","21.1","9","19","92715","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Wapperom","2.13","10.5","0","15.8","0","15.8","5.3","10.5","15.8","0","15.8","0","10.5","7","19","87441","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Wapperom","1.94","0","8.7","13","4.3","4.3","17.4","8.7","8.7","4.3","13","4.3","13","7","23","87435","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Soomro","1.64","11.5","0","3.8","0","3.8","7.7","11.5","15.4","3.8","23.1","0","19.2","6","26","92714","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Jasso-Hernandez","2.27","21.4","10.7","7.1","3.6","7.1","3.6","0","17.9","7.1","0","0","21.4","9","28","87417","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Saenz Maldonado","2.06","7.1","7.1","10.7","14.3","0","17.9","3.6","0","3.6","17.9","3.6","14.3","6","28","87430","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Kasebian","2.53","17.2","17.2","10.3","6.9","3.4","10.3","10.3","6.9","0","0","0","17.2","8","29","91340","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Saenz Maldonado","2.81","26.7","13.3","0","20","3.3","3.3","20","3.3","0","0","3.3","6.7","7","30","87434","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Gaitan Montejo","2.64","12.5","12.5","6.3","12.5","18.8","6.3","12.5","6.3","0","9.4","0","3.1","4","32","87427","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Soomro","2.24","6.3","3.1","6.3","15.6","9.4","12.5","18.8","9.4","0","12.5","0","6.3","7","32","87432","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Topcu","2.5","12.5","9.4","21.9","6.3","9.4","9.4","3.1","3.1","12.5","0","0","12.5","5","32","87439","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Benbourenane","2.49","17.6","2.9","2.9","17.6","14.7","2.9","17.6","5.9","0","8.8","5.9","2.9","3","34","87418","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Kasebian","2.22","8.8","11.8","2.9","11.8","8.8","14.7","11.8","8.8","0","0","2.9","17.6","6","34","87420","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Saenz Maldonado","2.4","11.8","11.8","2.9","17.6","0","8.8","23.5","0","0","17.6","2.9","2.9","4","34","87425","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Pratt","2.4","14.3","14.3","2.9","8.6","5.7","14.3","11.4","8.6","5.7","0","2.9","11.4","5","35","87426","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Pratt","3.04","20","22.9","11.4","17.1","2.9","5.7","8.6","2.9","0","5.7","2.9","0","0","35","87445","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Reyes","2.61","11.4","5.7","17.1","17.1","8.6","5.7","17.1","0","5.7","5.7","2.9","2.9","6","35","87446","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Jasso-Hernandez","2.86","36.1","2.8","8.3","5.6","5.6","13.9","8.3","13.9","0","0","0","5.6","2","36","87433","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Perera","2.82","13.9","19.4","13.9","13.9","8.3","2.8","8.3","5.6","2.8","8.3","0","2.8","3","36","87422","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Perera","2.97","22.2","13.9","13.9","13.9","8.3","8.3","5.6","2.8","5.6","2.8","2.8","0","3","36","87429","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Kasebian","2.27","16.2","13.5","2.7","5.4","0","5.4","27","8.1","0","2.7","5.4","13.5","5","37","87438","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Seebohm","2.36","16.2","5.4","2.7","10.8","2.7","10.8","24.3","16.2","0","0","2.7","8.1","3","37","87436","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Seebohm","3.22","29.7","16.2","13.5","18.9","5.4","5.4","0","2.7","5.4","2.7","0","0","2","37","87444","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Sinha","3.23","5.4","32.4","21.6","18.9","13.5","2.7","5.4","0","0","0","0","0","0","37","91335","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Benbourenane","2.58","10.5","5.3","5.3","13.2","21.1","10.5","15.8","10.5","5.3","2.6","0","0","2","38","91341","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Letona Bolivar","2.87","28.9","13.2","7.9","7.9","10.5","0","13.2","5.3","5.3","0","2.6","5.3","3","38","87443","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Seebohm","2.51","15.8","13.2","5.3","18.4","2.6","7.9","10.5","5.3","2.6","7.9","0","10.5","1","38","87416","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Perera","2.86","14.6","19.5","4.9","19.5","9.8","7.3","12.2","4.9","2.4","0","2.4","2.4","2","41","87419","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Perera","2.87","22","12.2","17.1","12.2","7.3","2.4","9.8","4.9","2.4","4.9","0","4.9","0","41","91336","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Brooker","2.7","7.1","2.4","21.4","21.4","19","0","16.7","2.4","7.1","0","0","2.4","0","42","87442","  3"
"2025-26","Fall","MATH","2204","Intro Multivariable Calculus","Seebohm","2.98","28.6","7.1","11.9","21.4","0","4.8","11.9","7.1","2.4","0","4.8","0","1","42","87440","  3"
"2025-26","Fall","MATH","2214","Intro Diff Equations","Lin","2.6","24","0","20","4","4","16","8","8","4","4","0","8","2","25","92758","  3"
"2025-26","Fall","MATH","2214","Intro Diff Equations","Ouliaei-Nia","2.03","3.8","15.4","7.7","0","23.1","3.8","7.7","0","11.5","3.8","0","23.1","8","26","92716","  3"
"2025-26","Fall","MATH","2214","Intro Diff Equations","Ouliaei-Nia","2.19","15.4","3.8","7.7","3.8","3.8","11.5","19.2","11.5","0","11.5","0","11.5","5","26","92717","  3"
"2025-26","Fall","MATH","2214","Intro Diff Equations","Hu","2.61","33.3","11.1","0","3.7","7.4","3.7","3.7","11.1","7.4","11.1","0","7.4","1","27","87462","  3"
"2025-26","Fall","MATH","2214","Intro Diff Equations","Abaid","2.91","25","6.3","12.5","15.6","12.5","6.3","9.4","3.1","3.1","3.1","0","3.1","5","32","91345","  3"
"2025-26","Fall","MATH","2214","Intro Diff Equations","Chung","2.35","12.5","9.4","0","25","15.6","6.3","0","3.1","0","9.4","6.3","12.5","6","32","87454","  3"
"2025-26","Fall","MATH","2214","Intro Diff Equations","Abaid","2.3","3","9.1","9.1","15.2","6.1","9.1","15.2","15.2","6.1","3","6.1","3","8","33","87464","  3"
"2025-26","Fall","MATH","2214","Intro Diff Equations","LeJeune","2.64","18.2","18.2","6.1","9.1","3","9.1","15.2","3","3","6.1","3","6.1","4","33","87461","  3"
"2025-26","Fall","MATH","2214","Intro Diff Equations","Zietsman","3.16","18.2","21.2","12.1","12.1","24.2","6.1","0","3","3","0","0","0","2","33","87467","  3"
"2025-26","Fall","MATH","2214","Intro Diff Equations","Yan","2.6","2.9","23.5","5.9","14.7","5.9","8.8","17.6","11.8","0","5.9","0","2.9","4","34","87459","  3"
"2025-26","Fall","MATH","2214","Intro Diff Equations","Alam","3.26","22.9","17.1","28.6","11.4","8.6","8.6","0","0","0","0","0","2.9","2","35","87448","  3"
"2025-26","Fall","MATH","2214","Intro Diff Equations","Elsrrawi","2.31","8.3","5.6","8.3","16.7","13.9","5.6","13.9","8.3","0","5.6","2.8","11.1","2","36","87453","  3"
